Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2020-09-13;11,00;8,00;3,00;1,00;3,00;2,00;2,00;3,00;0,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-09-20;12,00;6,00;1,00;1,00;2,00;2,00;1,00;1,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;10,00;2,00;2,00;3,00;5,00;1,00;4,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;11,00;4,00;2,00;1,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;7,00;1,00;0,00;0,00;4,00;0,00;2,00;2,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;5,00;1,00;1,00;3,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00
2020-10-25;26,00;6,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;7,00;3,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-11-08;5,00;1,00;0,00;1,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;8,00;5,00;0,00;3,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2020-11-22;5,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-11-29;5,00;3,00;2,00;2,00;0,00;1,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;8,00;5,00;0,00;1,00;2,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;4,00;1,00;1,00;0,00;1,00;1,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2020-12-20;6,00;2,00;2,00;2,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;9,00;6,00;1,00;2,00;3,00;1,00;2,00;6,00;0,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-01-03;5,00;2,00;1,00;1,00;2,00;3,00;3,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2021-01-10;8,00;2,00;1,00;0,00;5,00;1,00;2,00;2,00;1,00;1,00;0,00;2,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00
2021-01-17;5,00;4,00;1,00;2,00;1,00;0,00;2,00;3,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2021-01-24;8,00;3,00;3,00;1,00;1,00;1,00;1,00;3,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00
2021-01-31;11,00;5,00;1,00;1,00;3,00;3,00;2,00;4,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;8,00;1,00;3,00;4,00;4,00;3,00;2,00;2,00;0,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00
2021-02-14;7,00;4,00;1,00;4,00;4,00;3,00;3,00;2,00;0,00;1,00;0,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;6,00;4,00;4,00;5,00;1,00;4,00;1,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00
2021-02-28;10,00;4,00;0,00;3,00;3,00;1,00;0,00;2,00;0,00;1,00;0,00;2,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00
2021-03-07;10,00;5,00;1,00;3,00;2,00;3,00;1,00;2,00;0,00;0,00;1,00;3,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2021-03-14;11,00;5,00;3,00;3,00;5,00;4,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;9,00;5,00;3,00;5,00;5,00;2,00;2,00;2,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;8,00;7,00;0,00;2,00;0,00;2,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;4,00;4,00;0,00;3,00;1,00;0,00;0,00;2,00;0,00;0,00;1,00;4,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-04-11;12,00;10,00;1,00;1,00;3,00;3,00;0,00;1,00;0,00;0,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2021-04-18;14,00;5,00;2,00;2,00;6,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2021-04-25;11,00;8,00;1,00;3,00;3,00;0,00;1,00;4,00;0,00;0,00;0,00;2,00;1,00;0,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00
2021-05-02;12,00;6,00;1,00;17,00;3,00;2,00;3,00;4,00;0,00;1,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2021-05-09;16,00;7,00;3,00;4,00;6,00;4,00;6,00;7,00;0,00;0,00;0,00;1,00;2,00;4,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2021-05-16;20,00;11,00;2,00;2,00;6,00;2,00;3,00;6,00;0,00;1,00;0,00;2,00;0,00;3,00;0,00;1,00;2,00;1,00;1,00;0,00;1,00
2021-05-23;26,00;10,00;4,00;2,00;5,00;4,00;6,00;7,00;0,00;1,00;1,00;4,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2021-05-30;16,00;17,00;2,00;5,00;5,00;5,00;6,00;4,00;0,00;1,00;1,00;6,00;3,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-06-06;33,00;14,00;6,00;5,00;8,00;2,00;6,00;10,00;0,00;0,00;0,00;6,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2021-06-13;41,00;19,00;6,00;5,00;5,00;5,00;4,00;10,00;1,00;1,00;1,00;6,00;7,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00
2021-06-20;38,00;16,00;7,00;1,00;4,00;7,00;6,00;15,00;1,00;2,00;1,00;5,00;4,00;2,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00
2021-06-27;36,00;25,00;8,00;1,00;11,00;6,00;8,00;9,00;0,00;2,00;0,00;7,00;3,00;3,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00
2021-07-04;57,00;21,00;6,00;9,00;16,00;7,00;10,00;14,00;0,00;1,00;0,00;7,00;3,00;7,00;1,00;1,00;0,00;2,00;0,00;1,00;1,00
2021-07-11;54,00;21,00;9,00;6,00;21,00;10,00;14,00;15,00;0,00;0,00;0,00;8,00;8,00;5,00;0,00;1,00;0,00;3,00;0,00;0,00;1,00
2021-07-18;69,00;23,00;13,00;10,00;19,00;22,00;18,00;18,00;0,00;5,00;1,00;8,00;4,00;2,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00
2021-07-25;63,00;33,00;11,00;4,00;20,00;10,00;16,00;14,00;1,00;3,00;1,00;9,00;6,00;6,00;1,00;2,00;1,00;2,00;0,00;0,00;0,00
2021-08-01;53,00;26,00;8,00;9,00;15,00;11,00;15,00;16,00;0,00;2,00;2,00;7,00;6,00;4,00;0,00;1,00;2,00;1,00;1,00;0,00;1,00
2021-08-08;44,00;22,00;9,00;7,00;13,00;4,00;11,00;12,00;0,00;1,00;1,00;7,00;4,00;1,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00
2021-08-15;40,00;14,00;6,00;7,00;13,00;7,00;10,00;9,00;0,00;2,00;1,00;6,00;1,00;2,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00
2021-08-22;38,00;14,00;8,00;5,00;13,00;3,00;8,00;6,00;1,00;1,00;1,00;4,00;1,00;2,00;0,00;1,00;1,00;2,00;1,00;0,00;1,00
2021-08-29;27,00;13,00;4,00;5,00;8,00;3,00;5,00;9,00;0,00;1,00;1,00;7,00;5,00;5,00;0,00;2,00;2,00;3,00;0,00;1,00;0,00
2021-09-05;32,00;13,00;5,00;3,00;8,00;2,00;4,00;5,00;0,00;2,00;1,00;6,00;1,00;2,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00
2021-09-12;36,00;5,00;2,00;6,00;6,00;5,00;5,00;5,00;0,00;0,00;0,00;5,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2021-09-19;25,00;7,00;0,00;1,00;7,00;4,00;3,00;2,00;0,00;1,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00
2021-09-26;23,00;6,00;2,00;5,00;5,00;4,00;5,00;3,00;0,00;1,00;1,00;3,00;1,00;2,00;1,00;1,00;1,00;2,00;0,00;0,00;0,00
2021-10-03;24,00;12,00;2,00;2,00;2,00;5,00;5,00;8,00;0,00;2,00;0,00;5,00;2,00;1,00;0,00;2,00;2,00;1,00;0,00;1,00;0,00
