Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2020-05-17;3,00;0,50;0,50;0,50;1,00;0,50;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-05-24;5,00;0,50;0,50;0,50;1,00;1,00;1,00;1,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2020-05-31;5,00;0,50;0,00;1,00;1,00;0,50;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;5,00;1,00;0,50;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;9,00;1,00;0,50;1,00;1,00;0,50;1,00;3,00;0,00;0,00;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-06-21;11,00;0,50;0,50;1,00;2,00;1,00;2,00;3,00;0,00;0,50;0,50;2,00;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,50;0,00
2020-06-28;11,00;1,00;0,50;2,00;1,00;0,50;2,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2020-07-05;13,00;3,00;0,50;1,00;2,00;1,00;2,00;3,00;0,00;0,00;0,50;2,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2020-07-12;13,00;3,00;0,50;1,00;1,00;1,00;2,00;4,00;0,00;0,00;0,50;3,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00
2020-07-19;13,00;1,00;0,50;1,00;2,00;0,50;2,00;3,00;0,00;0,00;0,00;3,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2020-07-26;13,00;2,00;0,50;1,00;1,00;1,00;2,00;4,00;0,00;0,00;0,50;3,00;0,50;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00
2020-08-02;15,00;1,00;0,50;1,00;1,00;1,00;4,00;4,00;0,00;0,50;0,50;5,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,50
2020-08-09;15,00;2,00;0,50;1,00;2,00;1,00;4,00;4,00;0,00;0,00;0,00;3,00;0,00;0,50;0,00;0,50;0,50;0,00;0,50;0,00;0,00
2020-08-16;11,00;1,00;1,00;1,00;3,00;1,00;3,00;3,00;0,00;0,00;0,50;3,00;0,50;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00
2020-08-23;10,00;1,00;0,50;0,50;9,00;1,00;1,00;3,00;0,00;0,00;0,00;1,00;0,50;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2020-08-30;9,00;1,00;0,00;1,00;2,00;0,50;1,00;1,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2020-09-06;7,00;0,50;3,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50
2020-09-13;6,00;1,00;0,50;2,00;1,00;0,50;1,00;1,00;0,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,50
2020-09-20;6,00;1,00;0,50;1,00;1,00;0,50;1,00;1,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2020-09-27;7,00;1,00;0,50;1,00;1,00;0,50;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-10-04;5,00;0,50;0,00;0,50;0,50;1,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2020-10-11;4,00;1,00;0,50;1,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50
2020-10-18;5,00;1,00;0,00;1,00;0,50;0,50;1,00;1,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;100,00;1,00;0,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;5,00;0,50;0,00;0,50;0,50;0,50;0,50;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;3,00;0,50;0,00;0,00;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-11-15;3,00;0,50;0,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-11-22;4,00;0,50;0,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00
2020-11-29;3,00;0,50;0,50;0,50;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-12-06;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-12-13;4,00;0,50;0,50;0,50;1,00;0,50;1,00;0,50;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2020-12-20;4,00;0,50;0,00;2,00;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-12-27;4,00;1,00;0,50;1,00;1,00;0,50;0,50;1,00;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-01-03;3,00;1,00;0,50;0,50;0,50;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;3,00;0,50;0,00;0,50;1,00;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-01-17;3,00;1,00;0,50;0,50;0,50;1,00;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-01-24;3,00;1,00;0,50;1,00;1,00;0,50;0,50;1,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
