Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-11-08;44,00;18,00;12,00;4,00;11,00;5,00;3,00;7,00;0,00;5,00;15,00;1,00;15,00;1,00;5,00;7,00;1,00;1,00;7,00;4,00;7,00;0,00;4,00;3,00;0,00;0,00;3,00;1,00
2020-11-15;61,00;12,00;16,00;4,00;13,00;3,00;4,00;3,00;1,00;7,00;4,00;3,00;7,00;1,00;13,00;0,00;0,00;0,00;4,00;10,00;11,00;1,00;0,00;4,00;4,00;0,00;0,00;0,00
2020-11-22;48,00;10,00;20,00;3,00;9,00;1,00;4,00;2,00;0,00;7,00;11,00;0,00;11,00;1,00;3,00;1,00;6,00;0,00;3,00;11,00;7,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00
2020-11-29;66,00;8,00;15,00;7,00;9,00;7,00;1,00;4,00;0,00;8,00;7,00;3,00;15,00;3,00;11,00;0,00;4,00;3,00;9,00;12,00;8,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00
2020-12-06;53,00;14,00;22,00;4,00;7,00;5,00;0,00;1,00;1,00;8,00;12,00;4,00;1,00;4,00;4,00;1,00;3,00;1,00;7,00;15,00;9,00;1,00;0,00;5,00;0,00;0,00;0,00;1,00
2020-12-13;46,00;8,00;14,00;1,00;12,00;4,00;3,00;6,00;3,00;4,00;8,00;0,00;6,00;0,00;6,00;1,00;0,00;4,00;3,00;12,00;7,00;0,00;3,00;7,00;1,00;0,00;0,00;0,00
2020-12-20;51,00;15,00;6,00;7,00;15,00;1,00;0,00;5,00;4,00;9,00;12,00;3,00;13,00;0,00;13,00;3,00;3,00;3,00;9,00;15,00;7,00;1,00;1,00;4,00;3,00;0,00;0,00;1,00
2020-12-27;58,00;9,00;7,00;4,00;6,00;6,00;3,00;3,00;4,00;11,00;8,00;1,00;7,00;1,00;7,00;1,00;4,00;0,00;10,00;11,00;6,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2021-01-03;69,00;5,00;20,00;9,00;12,00;4,00;3,00;1,00;0,00;7,00;9,00;1,00;12,00;0,00;8,00;0,00;1,00;1,00;17,00;9,00;4,00;0,00;0,00;3,00;3,00;0,00;0,00;1,00
2021-01-10;64,00;16,00;13,00;4,00;4,00;3,00;4,00;4,00;1,00;8,00;15,00;3,00;7,00;1,00;5,00;3,00;3,00;1,00;12,00;13,00;11,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
